record_id	common_name	pubchem_cid	category	smiles_source	properties_source	relations_source	descriptions_source	mineru_task_id	paper_image	bioactivity	has_2d	has_3d	evidence_quality_tier
MOL-000613	Betulinic Acid	64971	Natural Product	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000614	Maslinic Acid	73659	Natural Product	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000615	Glycine	750	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000616	Taurine	1123	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000617	Epinephrine	5816	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000618	Acetylcholine Chloride	6060	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000619	Aspartic Acid	5960	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000620	Beta-Alanine	239	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000621	Salsolinol	91588	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000622	Anandamide	5281969	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000623	2-Ag	5282280	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000624	Adenosine	60961	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000625	Ghb	10413	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000626	Phenethylamine	1001	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000627	Tryptamine	1150	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000628	Spermidine	1102	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000629	Spermine	1103	Neurotransmitter	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000630	Aldosterone	5839	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000631	Dehydroepiandrosterone	5881	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000632	Oxytocin	439302	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000633	Prostaglandin E2	5280360	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000634	Prostaglandin F2Alpha	5280363	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000635	Leukotriene B4	5280492	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000636	Triiodothyronine	5920	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000637	Calcitonin	118984394	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	no	C
MOL-000638	Glucagon	16132283	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	no	C
MOL-000639	Somatostatin	16129706	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000640	Cortisone	222786	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000641	Prednisolone	5755	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000642	Erythropoietin	92043599	Hormone	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000643	Pyridoxine	1054	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000644	Cyanocobalamin	166596686	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000645	Folic Acid	135398658	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000646	Biotin	171548	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000647	Cholecalciferol	5280795	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000648	Ergocalciferol	5280793	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000649	Niacinamide	936	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000650	Pantothenic Acid	6613	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000651	Phylloquinone	5284607	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000652	Menaquinone	14009404	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000653	Alpha-Tocopherol	14985	Vitamin	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000654	Sevoflurane	5206	Anesthetic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000655	Desflurane	42113	Anesthetic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000656	Bupivacaine	2474	Anesthetic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000657	Ropivacaine	175805	Anesthetic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000658	Etomidate	667484	Anesthetic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000659	Prilocaine	4906	Anesthetic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000660	Mepivacaine	4062	Anesthetic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000661	Ketamine Hydrochloride	15851	Anesthetic	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000662	Triamcinolone	31307	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000663	Betamethasone	9782	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000664	Deflazacort	189821	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000665	Methylprednisolone	6741	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000666	Dexamethasone Sodium Phosphate	16961	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000667	Beclomethasone	20469	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000668	Fluticasone	5311101	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000669	Clobetasol	5311051	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000670	Halobetasol	5311167	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000671	Difluprednate	443936	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000672	Fluocinolone	91488	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000673	Desonide	5311066	Anti-inflammatory	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000674	Esomeprazole	9568614	Gastrointestinal Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000675	Lansoprazole	3883	Gastrointestinal Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000676	Rabeprazole	5029	Gastrointestinal Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000677	Famotidine	5702160	Gastrointestinal Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000678	Nizatidine	4513	Gastrointestinal Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000679	Metoclopramide	4168	Gastrointestinal Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000680	Ondansetron	4595	Gastrointestinal Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000681	Granisetron	5284566	Gastrointestinal Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000682	Loperamide	3955	Gastrointestinal Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000683	Colchicine	6167	Antigout Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000684	Febuxostat	134018	Antigout Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000685	Probenecid	4911	Antigout Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000686	Lesinurad	53465279	Antigout Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000687	Benzbromarone	2333	Antigout Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000688	Sulfinpyrazone	5342	Antigout Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000689	Allopurinol	135401907	Antigout Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000690	Ibuprofen Lysine	9841440	Analgesic	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000691	Flupirtine	53276	Analgesic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000692	Nefopam	4450	Analgesic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000693	Ziconotide	16135415	Analgesic	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000694	Carisoprodol	2576	Analgesic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000695	Gabapentin	3446	Analgesic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000696	Pregabalin	5486971	Analgesic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000697	Armodafinil	9690109	Stimulant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000698	Theophylline	2153	Stimulant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000699	Pemoline	4723	Stimulant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000700	Atomoxetine	54841	Stimulant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000701	Furosemide	3440	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000702	Hydrochlorothiazide	3639	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000703	Spironolactone	5833	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000704	Amiloride	16231	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000705	Triamterene	5546	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000706	Bumetanide	2471	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000707	Torsemide	41781	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000708	Ethacrynic Acid	3278	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000709	Chlorthalidone	2732	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000710	Indapamide	3702	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000711	Metolazone	4170	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000712	Acetazolamide	1986	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000713	Mannitol	6251	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000714	Eplerenone	443872	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000715	Xipamide	26618	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000716	Clopamide	12492	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000717	Benzthiazide	2343	Diuretic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000718	Carbamazepine	2554	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000719	Valproic Acid	3121	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000720	Phenytoin	1775	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000721	Levetiracetam	5284583	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000722	Lamotrigine	3878	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000723	Topiramate	5284627	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000724	Oxcarbazepine	34312	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000725	Zonisamide	5734	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000726	Lacosamide	219078	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000727	Rufinamide	129228	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000728	Eslicarbazepine	9881504	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000729	Brivaracetam	9837243	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000730	Clobazam	2789	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000731	Clonazepam	2802	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000732	Ethosuximide	3291	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000733	Felbamate	3331	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000734	Tiagabine	60648	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000735	Vigabatrin	5665	Anti-epileptic Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000736	Levodopa	6047	Anti-Parkinson Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000737	Carbidopa	34359	Anti-Parkinson Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000738	Pramipexole	119570	Anti-Parkinson Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000739	Ropinirole	5095	Anti-Parkinson Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000740	Rotigotine	59227	Anti-Parkinson Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000741	Rasagiline	3052776	Anti-Parkinson Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000742	Safinamide	131682	Anti-Parkinson Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000743	Entacapone	5281081	Anti-Parkinson Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000744	Tolcapone	4659569	Anti-Parkinson Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000745	Benztropine	1201549	Anti-Parkinson Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000746	Trihexyphenidyl	5572	Anti-Parkinson Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000747	Apomorphine	6005	Anti-Parkinson Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000748	Istradefylline	5311037	Anti-Parkinson Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000749	L-Lysine	5962	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000750	L-Arginine	6322	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000751	L-Glutamine	5961	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000752	L-Cysteine	5862	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000753	L-Methionine	6137	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000754	L-Tryptophan	6305	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000755	L-Tyrosine	6057	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000756	L-Phenylalanine	6140	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000757	L-Leucine	6106	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000758	L-Isoleucine	6306	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000759	L-Valine	6287	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000760	L-Threonine	6288	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000761	L-Serine	5951	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000762	L-Asparagine	6267	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000763	L-Proline	145742	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000764	L-Histidine	6274	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000765	L-Alanine	5950	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000766	L-Citrulline	9750	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000767	L-Ornithine	6262	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000768	L-Theanine	439378	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000769	L-Carnitine	10917	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000770	Acetyl-L-Carnitine	7045767	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000771	N-Acetylcysteine	12035	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000772	S-Adenosylmethionine	34755	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000773	Creatine	586	Amino Acid	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000774	Ezetimibe	150311	Antihyperlipidemic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000775	Fenofibrate	3339	Antihyperlipidemic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000776	Gemfibrozil	3463	Antihyperlipidemic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000777	Niacin	938	Antihyperlipidemic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000778	Ciprofibrate	2763	Antihyperlipidemic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000779	Clofibrate	2796	Antihyperlipidemic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000780	Bezafibrate	39042	Antihyperlipidemic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000781	Lomitapide	9853053	Antihyperlipidemic	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000782	Mipomersen	71301230	Antihyperlipidemic	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	no	C
MOL-000783	Baclofen	2284	Muscle Relaxant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000784	Cyclobenzaprine	2895	Muscle Relaxant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000785	Tizanidine	5487	Muscle Relaxant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000786	Methocarbamol	4107	Muscle Relaxant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000787	Dantrolene	6914273	Muscle Relaxant	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000788	Orphenadrine	4601	Muscle Relaxant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000789	Chlorzoxazone	2733	Muscle Relaxant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000790	Metaxalone	15459	Muscle Relaxant	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000791	Succinylcholine	5314	Muscle Relaxant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000792	Pancuronium	441289	Muscle Relaxant	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000793	Alendronate	2088	Anti-osteoporosis Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000794	Risedronate	5245	Anti-osteoporosis Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000795	Zoledronic Acid	68740	Anti-osteoporosis Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000796	Ibandronate	60852	Anti-osteoporosis Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
