record_id	common_name	pubchem_cid	category	smiles_source	properties_source	relations_source	descriptions_source	mineru_task_id	paper_image	bioactivity	has_2d	has_3d	evidence_quality_tier
MOL-000797	Teriparatide	16133850	Anti-osteoporosis Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	no	C
MOL-000798	Raloxifene	5035	Anti-osteoporosis Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000799	Calcitonin Salmon	16220016	Anti-osteoporosis Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	no	C
MOL-000800	Strontium Ranelate	6918182	Anti-osteoporosis Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000801	Tiludronate	60937	Anti-osteoporosis Drug	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000802	Iodixanol	3724	Diagnostic Agent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000803	Iohexol	3730	Diagnostic Agent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000804	Gadopentetic Acid	6857474	Diagnostic Agent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000805	Gadodiamide	153921	Diagnostic Agent	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000806	Technetium Tc-99M	26476	Diagnostic Agent	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000807	Barium Sulfate	24414	Diagnostic Agent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000808	Fluorescein Sodium	10608	Diagnostic Agent	rdkit_canonical	rdkit_computed	curated_mixed	curated_en|curated_zh		no	no	yes	yes	C
MOL-000809	Indocyanine Green	5282412	Diagnostic Agent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000810	Methylene Blue	6099	Diagnostic Agent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000811	Congo Red	11313	Diagnostic Agent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000812	Dimethyl Sulfoxide	679	Chemical Reagent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000813	Ethylene Glycol	174	Chemical Reagent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000814	Propylene Glycol	1030	Chemical Reagent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000815	Glycerol	753	Chemical Reagent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000816	Isopropanol	3776	Chemical Reagent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000817	N-Butanol	263	Chemical Reagent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000818	Formaldehyde	712	Chemical Reagent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000819	Acetaldehyde	177	Chemical Reagent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
MOL-000820	Glacial Acetic Acid	176	Chemical Reagent	rdkit_canonical	rdkit_computed	curated_mixed	curated_zh|pubchem_text		no	no	yes	yes	C
